Company Name,Business Sector,Category,Tags,H1B Sponsorship Likelihood,Fortune 500 (yes/no),Fortune 1500 (Yes if 500-1500/No),Boutique (Yes/No),AnalystsPick (Popular amoung Wallstreet waiting for IPO),Publicly traded (Yes/No)
"VaultSoft","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cyber Systems","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vault Robotics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"EchoGrid","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Lumi Technologies","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vertex Robotics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Kinex Sphere","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Apex Robotics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Quantum Ops","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"FinSoft","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"EchoNetworks","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Cloud","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Core Ventures","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Core Tech","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"PulseRobotics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cloud Systems","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Solutions","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Cyber Ventures","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Core Sphere","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Vault Intelligence","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"ForgeIntelligence","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Omni Labs","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Kinex Health","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cyber Systems","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Shift Soft","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CoreTech","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Networks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Lumi Web","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"ApexDynamics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"OmniAI","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Core Robotics","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Pulse Matrix","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Genomics","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"DataAnalytics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cogito Technologies","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vanguard Sphere","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Omni Security","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Flux AI","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Pulse Ops","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Core Cyber","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nova Ops","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vault Networks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Data Labs","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Matrix","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Quantum Capital","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Zephyr Intelligence","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"CogitoTechnologies","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Tech Data","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"KinexTech","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Grid","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"ShiftSphere","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Axiom Ops","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Deep Grid","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Fin Dynamics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Neuro Cyber","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Solutions","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Flux Cloud","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Pulse Soft","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vanguard Cloud","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"CoreTech","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"CyberNetworks","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Aegis Labs","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Flux Security","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Deep Networks","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Deep Labs","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Flux Networks","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Kinex Networks","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Synthe Capital","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Kinex Security","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Bio Genomics","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vertex Web","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"CogitoMatrix","CleanTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Shift Logic","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nova Cyber","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Core Robotics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"CoreTechnologies","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Quantum Technologies","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nova Health","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"NovaCapital","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"QuantumSoft","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"PulseSolutions","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CyberSoft","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Omni Networks","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Intelligence","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"VaultData","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"OmniVentures","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Kinex Genomics","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Deep Robotics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"AxiomGrid","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Tech","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Synthe Ventures","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Data Security","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Health","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Vanguard Grid","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CoreHealth","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Health Tech","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Data Soft","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Lumi Systems","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Fin Dynamics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Kinex Cloud","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Apex Web","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"CogitoMatrix","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CyberCyber","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Dynamics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Pulse Systems","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Fin Networks","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"VertexNetworks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Lumi Sphere","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Zephyr Tech","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Core Sphere","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"HealthHealth","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Aegis Genomics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"OmniWeb","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Networks","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vanguard Logic","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Bio Dynamics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Health Cyber","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"SyntheData","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Health Cyber","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"ShiftSystems","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Kinex Soft","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Apex Health","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Health AI","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"Apex Matrix","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"NexusWeb","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CoreData","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"HealthSystems","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"OmniCloud","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"ShiftSystems","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Deep Technologies","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"VanguardRobotics","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Data Networks","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Echo Data","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Pulse Genomics","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"EchoSystems","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"FluxMatrix","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Data Systems","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CyberSystems","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"ZephyrRobotics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cloud Intelligence","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vertex Cloud","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Aegis Cloud","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"PulseCapital","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"CogitoCloud","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"VanguardRobotics","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Shift Technologies","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Deep Data","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Tech Intelligence","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,Yes,No
"Pulse Health","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"SyntheMatrix","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Axiom Soft","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"NexusSphere","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Bio Data","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"AegisWeb","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Synthe Analytics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vault Dynamics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"EchoSphere","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Echo Ops","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Synthe Soft","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"AegisSystems","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"ApexHealth","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"ApexGenomics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"QuantumDynamics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Zephyr Ops","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"DeepSoft","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Axiom Matrix","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Omni Cloud","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nova Matrix","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Axiom Genomics","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Aegis Labs","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Flux Logic","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vertex Analytics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Data Technologies","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Health Capital","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"FinVentures","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vanguard Labs","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Lumi Sphere","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"Quantum Logic","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"AxiomOps","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Bio Networks","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vanguard Ops","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Bio Data","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"NeuroOps","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"VaultAnalytics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nexus Security","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"NovaGenomics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Aegis Cloud","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Aegis Technologies","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Fin Cyber","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Core AI","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"FinCapital","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Apex Grid","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"ZephyrRobotics","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Flux Health","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Ops","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nova Tech","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Ventures","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Data","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Fin Web","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"VertexIntelligence","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Deep Systems","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nexus Technologies","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vanguard Logic","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Analytics","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"VaultDynamics","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Synthe Technologies","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vanguard Technologies","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Synthe Analytics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cyber Data","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"VertexSphere","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vault Robotics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nova Soft","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Axiom Intelligence","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"SyntheAI","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,Yes,No
"Pulse Security","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Echo Ops","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"VertexAnalytics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Shift Health","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Aegis Networks","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Zephyr Capital","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Pulse Analytics","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Axiom AI","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cogito Health","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Fin Tech","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Pulse Matrix","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Capital","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Omni Labs","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Quantum Grid","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"ForgeHealth","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"FinAnalytics","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Synthe Data","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CyberRobotics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DeepHealth","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
